b_A,mu,c,init_pop_size,extinction,rescue,mean_fraction,mean_rescue_time,var_fraction,var_rescue_time
0.3,0.0,0.001,1000.0,870.0,130.0,1.0,22.92876858024001,0.0,58.67852865079963
0.3,1e-05,0.0003,10.0,344.0,656.0,0.9999887431857781,22.729449588795504,2.2497886907665608e-08,38.20803481885631
0.3,1e-05,0.0003,100.0,423.0,577.0,0.9999811446638416,23.432509172096804,4.5401021538538685e-08,48.74945460454357
0.3,1e-05,0.0003,1000.0,714.0,286.0,0.9999946780768699,27.49541815920614,8.072016753896544e-09,54.638261531366425
0.3,1e-05,0.0001,10.0,350.0,650.0,0.9999774000201055,27.404655874538726,1.8394294116241915e-08,41.620986731146274
0.3,1e-05,0.0001,100.0,364.0,636.0,0.999987300622807,28.45536074516214,7.888543173955413e-09,40.02168636365378
0.3,1e-05,0.0001,1000.0,538.0,462.0,0.9999836726902261,31.532000687522494,1.0088263333474656e-08,49.11139315031665
0.3,1e-05,0.003,10.0,441.0,559.0,1.0,10.1943530575711,0.0,33.32259506040275
0.3,1e-05,0.003,100.0,716.0,284.0,1.0,11.132418825890047,0.0,44.3108500403805
0.3,1e-05,0.003,1000.0,956.0,44.0,1.0,14.193429385989486,0.0,65.56679674436653
0.3,1e-05,0.001,10.0,366.0,634.0,0.9999906113865104,16.28827309565327,5.579645804126622e-08,43.29084691040324
0.3,1e-05,0.001,100.0,523.0,477.0,0.9999702326884276,19.036778807784,2.3602473657743763e-07,55.27845550992844
0.3,1e-05,0.001,1000.0,898.0,102.0,1.0,21.244471608933015,0.0,48.59537646207529
0.3,0.0001,0.0003,10.0,353.0,647.0,0.9998874548809782,22.721486291198843,2.0353220547164415e-07,44.096919121621035
0.3,0.0001,0.0003,100.0,397.0,603.0,0.9998720184897528,24.31018075627317,2.3048538181588378e-07,88.08181450647062
0.3,0.0001,0.0003,1000.0,691.0,309.0,0.9998666554031141,29.431152453720294,2.462580548083137e-07,117.7649995294363
0.3,0.0001,0.0001,10.0,327.0,673.0,0.9998589777473479,27.957160852377417,9.954127478258791e-08,40.509657824768425
0.3,0.0001,0.0001,100.0,362.0,638.0,0.9998715591830711,29.25108560341891,9.962826540141126e-08,96.30031561664389
0.3,0.0001,0.0001,1000.0,502.0,498.0,0.9998667365400691,33.194369381170546,8.537448410175275e-08,138.2478394915285
0.3,0.0001,0.003,10.0,416.0,584.0,0.9997028998996678,10.65173850677979,8.039816735893178e-06,37.302938177941705
0.3,0.0001,0.003,100.0,730.0,270.0,0.9998709315375983,12.323322500374461,2.2365127771038795e-06,56.171709763972935
0.3,0.0001,0.003,1000.0,955.0,45.0,1.0,15.679735437462119,0.0,39.40926567020229
0.3,0.0001,0.001,10.0,351.0,649.0,0.99984313037159,16.481413929781908,1.1091990379920133e-06,34.7974178062135
0.3,0.0001,0.001,100.0,554.0,446.0,0.9998527092245115,19.256428266813767,1.0697118345967807e-06,64.82881588041796
0.3,0.0001,0.001,1000.0,870.0,130.0,0.9999603489294211,23.08961761197393,2.0281475434888145e-07,103.10220956132801
0.3,0.001,0.0003,10.0,354.0,646.0,0.9986330152534038,22.688608167979016,2.882302994188381e-06,49.07352874307826
0.3,0.001,0.0003,100.0,373.0,627.0,0.9986263653995945,25.74997142922573,2.728187629988436e-06,154.42630801953382
0.3,0.001,0.0003,1000.0,516.0,484.0,0.9986742032929777,37.06807004578563,2.8814937071914316e-06,573.9962656297834
0.3,0.001,0.0001,10.0,344.0,656.0,0.9986781646848273,28.83284665962858,8.639044807814566e-07,63.24125983049384
0.3,0.001,0.0001,100.0,311.0,689.0,0.9986284519224173,31.309456629939806,9.381293146292511e-07,260.3145506945433
0.3,0.001,0.0001,1000.0,278.0,722.0,0.9986728862054418,39.35784139265191,9.466790848721769e-07,545.5752714568828
0.3,0.001,0.003,10.0,406.0,594.0,0.9986256418180767,10.287836729784052,2.59417873151673e-05,36.24106861352806
0.3,0.001,0.003,100.0,707.0,293.0,0.9991552455067243,12.809436439993524,1.7041207778302777e-05,85.76279416493378
0.3,0.001,0.003,1000.0,917.0,83.0,0.9992881309471819,20.98298183338173,1.509144581968893e-05,308.7795014159049
0.3,0.001,0.001,10.0,379.0,621.0,0.9984944287880861,16.944155988853563,1.0072262933117319e-05,52.12644936773699
0.3,0.001,0.001,100.0,494.0,506.0,0.998617936346681,19.951824052148346,1.0993658415788561e-05,100.1901067614847
0.3,0.001,0.001,1000.0,792.0,208.0,0.9982242151179069,30.02361713206256,1.2341712003713588e-05,410.4816001928019
